Date,Name,Symbol,Price,Market Cap,Circulating Supply
Historical Snapshot - 14 February 2021,Monero,XMR,$230.70,"$4,115,608,586.50","17,839,685"
Historical Snapshot - 14 February 2021,Cosmos,ATOM,$19.24,"$4,048,425,616.81","210,383,245"
Historical Snapshot - 14 March 2021,Bitcoin,BTC,"$59,302.32","$1,106,226,132,524.59","18,654,012"
Historical Snapshot - 14 March 2021,Ethereum,ETH,"$1,854.56","$213,370,626,929.98","115,051,615"
Historical Snapshot - 14 March 2021,Binance Coin,BNB,$264.64,"$40,895,052,331.80","154,532,785"
Historical Snapshot - 14 March 2021,Tether,USDT,$0.9998,"$38,235,568,474.54","38,243,573,409"
Historical Snapshot - 14 March 2021,Cardano,ADA,$1.06,"$33,838,166,627.22","31,948,309,441"
Historical Snapshot - 14 March 2021,Polkadot,DOT,$36.58,"$33,665,914,792.94","920,355,510"
Historical Snapshot - 14 March 2021,XRP,XRP,$0.4421,"$20,073,643,665.36","45,404,028,640"
Historical Snapshot - 14 March 2021,Uniswap,UNI,$30.80,"$16,067,786,777.55","521,748,766"
Historical Snapshot - 14 March 2021,Litecoin,LTC,$215.30,"$14,350,314,678.57","66,653,852"
Historical Snapshot - 14 March 2021,Chainlink,LINK,$28.79,"$11,890,307,546.33","413,009,556"
Historical Snapshot - 14 March 2021,Bitcoin Cash,BCH,$557.76,"$10,418,853,978.44","18,679,913"
Historical Snapshot - 14 March 2021,USD Coin,USDC,$1,"$9,276,209,311.89","9,276,229,236"
Historical Snapshot - 14 March 2021,Stellar,XLM,$0.3915,"$8,852,179,197.84","22,609,025,907"
Historical Snapshot - 14 March 2021,Wrapped Bitcoin,WBTC,"$59,399.41","$7,941,423,552.46","133,695"
Historical Snapshot - 14 March 2021,Dogecoin,DOGE,$0.05859,"$7,544,115,603.33","128,756,977,746"
Historical Snapshot - 14 March 2021,THETA,THETA,$7.39,"$7,386,433,864.69","1,000,000,000"
Historical Snapshot - 14 March 2021,Terra,LUNA,$15.87,"$6,399,756,249.98","403,137,989"
Historical Snapshot - 14 March 2021,Aave,AAVE,$381.08,"$4,739,457,975.83","12,436,826"
Historical Snapshot - 14 March 2021,Crypto.com Coin,CRO,$0.186,"$4,489,606,938.62","24,143,835,615"
Historical Snapshot - 14 March 2021,VeChain,VET,$0.06663,"$4,285,549,761.73","64,315,576,989"
Historical Snapshot - 28 February 2021,Bitcoin,BTC,"$45,137.77","$841,428,977,514.57","18,641,350"
Historical Snapshot - 28 February 2021,Ethereum,ETH,"$1,416.05","$162,650,415,374.43","114,862,145"
Historical Snapshot - 28 February 2021,Cardano,ADA,$1.31,"$40,696,967,234.71","31,112,484,646"
Historical Snapshot - 28 February 2021,Tether,USDT,$1.00,"$35,051,423,319.75","34,977,434,546"
Historical Snapshot - 28 February 2021,Binance Coin,BNB,$209.57,"$32,386,116,331.48","154,532,785"
Historical Snapshot - 28 February 2021,Polkadot,DOT,$33.61,"$30,723,422,512.25","914,190,151"
Historical Snapshot - 28 February 2021,XRP,XRP,$0.415,"$18,840,545,903.33","45,404,028,640"
Historical Snapshot - 28 February 2021,Litecoin,LTC,$164.93,"$10,978,655,640.65","66,566,688"
Historical Snapshot - 28 February 2021,Chainlink,LINK,$24.66,"$10,112,284,118.01","410,009,556"
Historical Snapshot - 28 February 2021,Stellar,XLM,$0.4067,"$9,159,071,308.05","22,523,179,943"
Historical Snapshot - 28 February 2021,USD Coin,USDC,$1.00,"$8,897,551,098.99","8,894,915,958"
Historical Snapshot - 28 February 2021,Bitcoin Cash,BCH,$459.91,"$8,585,347,124.75","18,667,269"
Historical Snapshot - 28 February 2021,Uniswap,UNI,$22.19,"$6,916,197,524.34","311,687,012"
Historical Snapshot - 28 February 2021,Dogecoin,DOGE,$0.04805,"$6,177,710,993.58","128,564,334,555"
Historical Snapshot - 28 February 2021,Wrapped Bitcoin,WBTC,"$45,290.68","$5,589,787,066.28","123,420"
Historical Snapshot - 28 February 2021,NEM,XEM,$0.6041,"$5,437,313,056.99","8,999,999,999"
Historical Snapshot - 28 February 2021,Aave,AAVE,$344.87,"$4,282,630,707.73","12,418,101"
Historical Snapshot - 28 February 2021,Monero,XMR,$217.99,"$3,891,382,922.75","17,851,239"
Historical Snapshot - 28 February 2021,Cosmos,ATOM,$17.62,"$3,720,036,585.24","211,092,678"
Historical Snapshot - 28 February 2021,Solana,SOL,$13.09,"$3,428,075,566.65","261,900,137"
Historical Snapshot - 10 January 2021,Bitcoin,BTC,"$38,356.44","$713,304,617,760.95","18,596,737"
Historical Snapshot - 10 January 2021,Ethereum,ETH,"$1,262.25","$144,147,690,008.65","114,199,304"
Historical Snapshot - 10 January 2021,Tether,USDT,$1.00,"$24,229,726,418.89","24,224,312,725"
Historical Snapshot - 10 January 2021,XRP,XRP,$0.3183,"$14,453,755,388.35","45,404,028,640"
Historical Snapshot - 10 January 2021,Litecoin,LTC,$171.11,"$11,335,608,545.88","66,245,618"
Historical Snapshot - 10 January 2021,Bitcoin Cash,BCH,$603.60,"$11,227,411,339.17","18,600,863"
Historical Snapshot - 10 January 2021,Cardano,ADA,$0.3049,"$9,486,050,469.15","31,112,484,646"
Historical Snapshot - 10 January 2021,Polkadot,DOT,$9.31,"$8,361,125,118.44","898,558,018"
Historical Snapshot - 10 January 2021,Chainlink,LINK,$16.25,"$6,507,250,898.17","400,509,556"
Historical Snapshot - 10 January 2021,Stellar,XLM,$0.2887,"$6,362,493,022.63","22,034,677,966"
Historical Snapshot - 10 January 2021,Binance Coin,BNB,$42.45,"$6,129,838,356.33","144,406,561"
Historical Snapshot - 10 January 2021,USD Coin,USDC,$1.00,"$4,716,774,854.91","4,716,350,876"
Historical Snapshot - 10 January 2021,Bitcoin SV,BSV,$253.71,"$4,724,425,629.07","18,621,727"
Historical Snapshot - 10 January 2021,Wrapped Bitcoin,WBTC,"$38,332.34","$4,435,470,995.19","115,711"
Historical Snapshot - 10 January 2021,Monero,XMR,$185.14,"$3,297,266,767.21","17,809,780"
