Date,Name,Symbol,Price,Market Cap,Circulating Supply
Historical Snapshot - 26 February 2017,Steem,STEEM,$0.1097,"$25,908,670.30","236,153,825"
Historical Snapshot - 26 February 2017,Factom,FCT,$2.91,"$25,468,760.60","8,753,219"
Historical Snapshot - 26 February 2017,Tether,USDT,$1.00,"$24,951,140.72","24,950,986"
Historical Snapshot - 26 February 2017,Zcash,ZEC,$29.45,"$22,108,230.44","750,669"
Historical Snapshot - 26 February 2017,Dogecoin,DOGE,$0.0002031,"$21,996,634.37","108,315,882,266"
Historical Snapshot - 26 February 2017,Waves,WAVES,$0.2159,"$21,589,741.11","100,000,000"
Historical Snapshot - 26 February 2017,Golem,GNT,$0.02371,"$19,438,958.43","820,000,000"
Historical Snapshot - 26 February 2017,DigixDAO,DGD,$9.44,"$18,874,780.65","2,000,000"
Historical Snapshot - 26 February 2017,Ardor,ARDR,$0.01653,"$16,513,563.67","998,999,495"
Historical Snapshot - 29 January 2017,Bitcoin,BTC,$919.50,"$14,834,382,392.91","16,133,162"
Historical Snapshot - 29 January 2017,Ethereum,ETH,$10.48,"$926,552,552.24","88,377,400"
Historical Snapshot - 29 January 2017,XRP,XRP,$0.006402,"$235,949,678.38","36,856,524,148"
Historical Snapshot - 29 January 2017,Litecoin,LTC,$3.85,"$190,910,486.68","49,560,056"
Historical Snapshot - 29 January 2017,Monero,XMR,$12.66,"$175,245,126.28","13,847,279"
Historical Snapshot - 29 January 2017,Ethereum Classic,ETC,$1.30,"$114,709,675.12","88,339,887"
Historical Snapshot - 29 January 2017,Dash,DASH,$15.51,"$109,461,591.67","7,059,399"
Historical Snapshot - 29 January 2017,MaidSafeCoin,MAID,$0.1342,"$60,747,729.97","452,552,412"
Historical Snapshot - 29 January 2017,Augur,REP,$4.34,"$47,787,171.84","11,000,000"
Historical Snapshot - 29 January 2017,NEM,XEM,$0.005164,"$46,473,365.74","8,999,999,999"
Historical Snapshot - 29 January 2017,Steem,STEEM,$0.1628,"$37,808,563.53","232,272,713"
Historical Snapshot - 29 January 2017,Iconomi,ICN,$0.3961,"$34,457,001.33","87,000,000"
Historical Snapshot - 29 January 2017,Factom,FCT,$3.44,"$30,103,032.92","8,753,219"
Historical Snapshot - 29 January 2017,Golem,GNT,$0.02952,"$24,209,358.02","820,000,000"
Historical Snapshot - 29 January 2017,Waves,WAVES,$0.2391,"$23,909,516.63","100,000,000"
Historical Snapshot - 29 January 2017,Dogecoin,DOGE,$0.0002043,"$22,045,119.22","107,930,649,364"
Historical Snapshot - 29 January 2017,Zcash,ZEC,$38.67,"$21,272,583.11","550,156"
Historical Snapshot - 29 January 2017,Ardor,ARDR,$0.0203,"$20,283,942.54","998,999,495"
Historical Snapshot - 29 January 2017,DigixDAO,DGD,$9.75,"$19,503,429.41","2,000,000"
Historical Snapshot - 29 January 2017,Lisk,LSK,$0.1579,"$16,180,170.30","102,481,070"
Historical Snapshot - 01 January 2017,Bitcoin,BTC,$998.33,"$16,050,414,525.76","16,077,337"
Historical Snapshot - 08 January 2017,Bitcoin,BTC,$911.20,"$14,661,965,038.49","16,090,850"
Historical Snapshot - 01 January 2017,Ethereum,ETH,$8.17,"$715,049,311.31","87,493,800"
Historical Snapshot - 01 January 2017,XRP,XRP,$0.006368,"$231,408,729.09","36,337,298,649"
Historical Snapshot - 01 January 2017,Litecoin,LTC,$4.51,"$221,718,485.96","49,144,154"
Historical Snapshot - 01 January 2017,Monero,XMR,$13.97,"$190,983,552.40","13,668,252"
Historical Snapshot - 01 January 2017,Ethereum Classic,ETC,$1.40,"$122,202,803.82","87,444,118"
Historical Snapshot - 01 January 2017,Dash,DASH,$11.23,"$78,524,019.74","6,992,839"
Historical Snapshot - 01 January 2017,Augur,REP,$4.00,"$43,994,859.70","11,000,000"
Historical Snapshot - 01 January 2017,MaidSafeCoin,MAID,$0.09692,"$43,862,002.88","452,552,412"
Historical Snapshot - 01 January 2017,Steem,STEEM,$0.1612,"$36,999,609.61","229,582,096"
Historical Snapshot - 01 January 2017,NEM,XEM,$0.00344,"$30,962,257.88","8,999,999,999"
Historical Snapshot - 01 January 2017,Iconomi,ICN,$0.3032,"$26,381,301.91","87,000,000"
Historical Snapshot - 01 January 2017,Factom,FCT,$2.90,"$25,392,986.26","8,753,219"
Historical Snapshot - 01 January 2017,Dogecoin,DOGE,$0.0002278,"$24,501,946.09","107,543,546,602"
Historical Snapshot - 01 January 2017,Waves,WAVES,$0.2213,"$22,132,165.73","100,000,000"
Historical Snapshot - 08 January 2017,Ethereum,ETH,$10.29,"$902,575,821.66","87,715,677"
Historical Snapshot - 08 January 2017,XRP,XRP,$0.006233,"$226,499,204.38","36,338,178,044"
Historical Snapshot - 08 January 2017,Litecoin,LTC,$3.99,"$196,709,850.39","49,244,229"
Historical Snapshot - 08 January 2017,Monero,XMR,$13.47,"$184,338,567.05","13,683,241"
Historical Snapshot - 08 January 2017,Ethereum Classic,ETC,$1.45,"$126,922,211.43","87,671,508"
Historical Snapshot - 08 January 2017,Dash,DASH,$12.54,"$87,970,406.09","7,014,802"
Historical Snapshot - 08 January 2017,Augur,REP,$4.56,"$50,153,107.17","11,000,000"
Historical Snapshot - 08 January 2017,MaidSafeCoin,MAID,$0.09385,"$42,473,430.43","452,552,412"
Historical Snapshot - 08 January 2017,Steem,STEEM,$0.1525,"$35,132,804.42","230,348,857"
Historical Snapshot - 08 January 2017,NEM,XEM,$0.003421,"$30,791,256.57","8,999,999,999"
Historical Snapshot - 08 January 2017,Iconomi,ICN,$0.3471,"$30,194,813.31","87,000,000"
Historical Snapshot - 08 January 2017,Factom,FCT,$2.94,"$25,738,942.91","8,753,219"
Historical Snapshot - 08 January 2017,Dogecoin,DOGE,$0.000221,"$23,791,227.99","107,640,618,433"
Historical Snapshot - 08 January 2017,Waves,WAVES,$0.2135,"$21,354,107.56","100,000,000"
Historical Snapshot - 25 December 2016,Bitcoin,BTC,$896.18,"$14,396,198,729.33","16,063,900"
Historical Snapshot - 01 January 2017,DigixDAO,DGD,$9.04,"$18,079,172.13","2,000,000"
Historical Snapshot - 01 January 2017,Stellar,XLM,$0.002481,"$17,173,253.18","6,921,534,188"
Historical Snapshot - 01 January 2017,Zcash,ZEC,$48.47,"$16,958,473.74","349,869"
Historical Snapshot - 01 January 2017,Lisk,LSK,$0.1502,"$15,220,159.16","101,301,175"
Historical Snapshot - 01 January 2017,GameCredits,GAME,$0.2193,"$13,091,197.05","59,695,275"
Historical Snapshot - 08 January 2017,Zcash,ZEC,$46.11,"$18,438,535.36","399,881"
Historical Snapshot - 08 January 2017,DigixDAO,DGD,$8.93,"$17,869,291.31","2,000,000"
Historical Snapshot - 08 January 2017,Stellar,XLM,$0.002355,"$16,300,588.53","6,921,534,188"
Historical Snapshot - 08 January 2017,Lisk,LSK,$0.1577,"$16,023,730.34","101,584,820"
Historical Snapshot - 08 January 2017,Tether,USDT,$1.00,"$14,951,719.16","14,951,591"
Historical Snapshot - 25 December 2016,Ethereum,ETH,$7.18,"$626,189,615.98","87,272,843"
Historical Snapshot - 25 December 2016,XRP,XRP,$0.006444,"$232,006,578.41","36,003,596,482"
Historical Snapshot - 25 December 2016,Litecoin,LTC,$4.35,"$213,168,549.82","49,035,554"
Historical Snapshot - 25 December 2016,Monero,XMR,$9.73,"$132,525,971.58","13,621,451"
Historical Snapshot - 25 December 2016,Ethereum Classic,ETC,$1.07,"$93,536,872.97","87,215,749"
Historical Snapshot - 25 December 2016,Dash,DASH,$10.01,"$69,834,088.36","6,977,968"
Historical Snapshot - 25 December 2016,MaidSafeCoin,MAID,$0.09881,"$44,717,207.22","452,552,412"
Historical Snapshot - 25 December 2016,NEM,XEM,$0.003606,"$32,455,741.19","8,999,999,999"
Historical Snapshot - 25 December 2016,Steem,STEEM,$0.1363,"$31,444,070.65","230,698,649"
Historical Snapshot - 25 December 2016,Augur,REP,$2.76,"$30,404,634.00","11,000,000"
Historical Snapshot - 25 December 2016,Iconomi,ICN,$0.3439,"$29,921,653.84","87,000,000"
Historical Snapshot - 25 December 2016,Dogecoin,DOGE,$0.00023,"$24,708,711.86","107,446,392,255"
Historical Snapshot - 25 December 2016,Factom,FCT,$2.49,"$21,824,198.16","8,753,219"
Historical Snapshot - 25 December 2016,Waves,WAVES,$0.2031,"$20,314,945.28","100,000,000"
Historical Snapshot - 25 December 2016,Stellar,XLM,$0.002578,"$17,845,296.56","6,921,534,188"
Historical Snapshot - 25 December 2016,DigixDAO,DGD,$8.39,"$16,789,319.99","2,000,000"
Historical Snapshot - 25 December 2016,Lisk,LSK,$0.1419,"$14,298,781.50","100,797,735"
Historical Snapshot - 25 December 2016,Zcash,ZEC,$45.85,"$13,741,401.91","299,706"
Historical Snapshot - 25 December 2016,Swiscoin,SCN,$0.02626,"$12,459,317.54","474,512,365"
Historical Snapshot - 18 December 2016,Bitcoin,BTC,$790.53,"$12,688,514,456.46","16,050,637"
Historical Snapshot - 18 December 2016,Ethereum,ETH,$7.87,"$684,696,572.75","87,052,600"
Historical Snapshot - 18 December 2016,XRP,XRP,$0.006574,"$235,319,784.07","35,794,578,423"
Historical Snapshot - 18 December 2016,Litecoin,LTC,$3.68,"$179,940,442.97","48,937,454"
Historical Snapshot - 18 December 2016,Monero,XMR,$8.61,"$116,895,341.01","13,575,133"
Historical Snapshot - 18 December 2016,Ethereum Classic,ETC,$1.05,"$91,649,163.27","86,988,128"
Historical Snapshot - 18 December 2016,Dash,DASH,$9.89,"$68,843,108.47","6,963,119"
Historical Snapshot - 18 December 2016,MaidSafeCoin,MAID,$0.09472,"$42,866,981.02","452,552,412"
Historical Snapshot - 18 December 2016,Steem,STEEM,$0.1698,"$38,786,627.81","228,459,836"
Historical Snapshot - 18 December 2016,NEM,XEM,$0.003819,"$34,370,501.06","8,999,999,999"
Historical Snapshot - 18 December 2016,Augur,REP,$3.10,"$34,103,285.07","11,000,000"
Historical Snapshot - 18 December 2016,Factom,FCT,$2.70,"$23,640,622.41","8,753,219"
Historical Snapshot - 18 December 2016,Dogecoin,DOGE,$0.0002183,"$23,430,735.64","107,349,290,302"
Historical Snapshot - 18 December 2016,Waves,WAVES,$0.2285,"$22,850,313.78","100,000,000"
Historical Snapshot - 18 December 2016,Stellar,XLM,$0.0029,"$20,072,252.28","6,921,534,188"
Historical Snapshot - 18 December 2016,Iconomi,ICN,$0.2252,"$19,590,785.76","87,000,000"
Historical Snapshot - 18 December 2016,DigixDAO,DGD,$9.24,"$18,473,588.94","2,000,000"
Historical Snapshot - 18 December 2016,Peerplays [old],PPY,$17.59,"$17,587,110.52","1,000,000"
Historical Snapshot - 18 December 2016,Lisk,LSK,$0.1504,"$15,039,043.13","100,000,000"
Historical Snapshot - 18 December 2016,GameCredits,GAME,$0.2195,"$13,037,770.95","59,386,300"
Historical Snapshot - 15 January 2017,Bitcoin,BTC,$821.80,"$13,234,843,181.35","16,104,737"
Historical Snapshot - 15 January 2017,Ethereum,ETH,$9.90,"$870,948,697.91","87,936,805"
Historical Snapshot - 15 January 2017,XRP,XRP,$0.006726,"$247,328,402.10","36,771,322,652"
Historical Snapshot - 15 January 2017,Litecoin,LTC,$3.93,"$193,747,482.60","49,351,879"
Historical Snapshot - 15 January 2017,Monero,XMR,$10.76,"$148,071,626.46","13,758,589"
Historical Snapshot - 15 January 2017,Ethereum Classic,ETC,$1.19,"$104,366,381.58","87,895,491"
Historical Snapshot - 15 January 2017,Dash,DASH,$12.39,"$87,076,315.06","7,029,697"
Historical Snapshot - 15 January 2017,MaidSafeCoin,MAID,$0.1076,"$48,713,593.87","452,552,412"
Historical Snapshot - 15 January 2017,Augur,REP,$4.12,"$45,280,565.26","11,000,000"
Historical Snapshot - 15 January 2017,NEM,XEM,$0.003667,"$33,006,903.71","8,999,999,999"
Historical Snapshot - 15 January 2017,Steem,STEEM,$0.1393,"$32,313,161.75","231,989,996"
Historical Snapshot - 15 January 2017,Iconomi,ICN,$0.3591,"$31,240,581.13","87,000,000"
Historical Snapshot - 15 January 2017,Factom,FCT,$2.79,"$24,459,396.02","8,753,219"
Historical Snapshot - 15 January 2017,Waves,WAVES,$0.2373,"$23,728,686.57","100,000,000"
Historical Snapshot - 15 January 2017,Dogecoin,DOGE,$0.0002061,"$22,205,626.59","107,736,982,531"
Historical Snapshot - 15 January 2017,Zcash,ZEC,$45.15,"$20,309,414.67","449,844"
Historical Snapshot - 15 January 2017,DigixDAO,DGD,$9.22,"$18,444,757.46","2,000,000"
Historical Snapshot - 15 January 2017,Stellar,XLM,$0.002441,"$16,897,129.41","6,921,534,188"
Historical Snapshot - 15 January 2017,Lisk,LSK,$0.1611,"$16,418,306.84","101,883,510"
Historical Snapshot - 15 January 2017,Tether,USDT,$1.00,"$14,951,820.36","14,951,571"
Historical Snapshot - 11 December 2016,Bitcoin,BTC,$769.73,"$12,344,885,401.29","16,037,925"
Historical Snapshot - 11 December 2016,Ethereum,ETH,$8.19,"$711,457,466.29","86,830,627"
Historical Snapshot - 11 December 2016,XRP,XRP,$0.006744,"$242,740,142.79","35,994,609,608"
Historical Snapshot - 11 December 2016,Litecoin,LTC,$3.64,"$177,672,394.73","48,838,504"
Historical Snapshot - 11 December 2016,Monero,XMR,$7.91,"$107,014,674.56","13,527,439"
Historical Snapshot - 11 December 2016,Ethereum Classic,ETC,$0.9304,"$80,723,018.44","86,757,319"
Historical Snapshot - 11 December 2016,Dash,DASH,$9.54,"$66,303,816.25","6,948,239"
Historical Snapshot - 11 December 2016,Steem,STEEM,$0.1873,"$42,360,811.32","226,185,819"
Historical Snapshot - 11 December 2016,Augur,REP,$3.19,"$35,055,938.24","11,000,000"
Historical Snapshot - 11 December 2016,NEM,XEM,$0.00344,"$30,956,369.59","8,999,999,999"
Historical Snapshot - 11 December 2016,MaidSafeCoin,MAID,$0.06617,"$29,944,246.49","452,552,412"
Historical Snapshot - 11 December 2016,Dogecoin,DOGE,$0.0002234,"$23,963,547.45","107,251,923,413"
Historical Snapshot - 11 December 2016,Waves,WAVES,$0.2288,"$22,876,805.07","100,000,000"
Historical Snapshot - 11 December 2016,DigixDAO,DGD,$10.08,"$20,162,471.77","2,000,000"
Historical Snapshot - 11 December 2016,Factom,FCT,$2.07,"$18,118,674.40","8,753,219"
Historical Snapshot - 11 December 2016,Iconomi,ICN,$0.2038,"$17,729,957.66","87,000,000"
Historical Snapshot - 11 December 2016,Stellar,XLM,$0.002353,"$16,121,832.48","6,851,353,993"
Historical Snapshot - 11 December 2016,Peerplays [old],PPY,$16.06,"$16,056,528.09","1,000,000"
Historical Snapshot - 11 December 2016,Lisk,LSK,$0.1355,"$13,548,110.43","100,000,000"
Historical Snapshot - 11 December 2016,GameCredits,GAME,$0.2169,"$12,843,475.56","59,220,925"
Historical Snapshot - 20 November 2016,Bitcoin,BTC,$731.03,"$11,695,084,822.53","15,998,175"
Historical Snapshot - 20 November 2016,Ethereum,ETH,$9.58,"$825,305,664.18","86,155,250"
Historical Snapshot - 20 November 2016,XRP,XRP,$0.007651,"$274,408,575.06","35,865,094,564"
Historical Snapshot - 20 November 2016,Litecoin,LTC,$3.92,"$190,322,276.09","48,527,554"
Historical Snapshot - 20 November 2016,Monero,XMR,$6.58,"$88,107,255.31","13,382,896"
Historical Snapshot - 20 November 2016,Ethereum Classic,ETC,$0.8585,"$73,901,886.68","86,079,283"
Historical Snapshot - 20 November 2016,Dash,DASH,$8.51,"$58,696,740.95","6,896,141"
Historical Snapshot - 20 November 2016,Augur,REP,$4.53,"$49,782,680.03","11,000,000"
Historical Snapshot - 20 November 2016,NEM,XEM,$0.003943,"$35,485,076.25","8,999,999,999"
Historical Snapshot - 20 November 2016,MaidSafeCoin,MAID,$0.07064,"$31,968,318.21","452,552,412"
Historical Snapshot - 20 November 2016,Waves,WAVES,$0.2773,"$27,726,256.85","100,000,000"
Historical Snapshot - 20 November 2016,Steem,STEEM,$0.1155,"$25,170,124.19","217,962,783"
Historical Snapshot - 20 November 2016,Dogecoin,DOGE,$0.0002187,"$23,392,331.08","106,961,299,702"
Historical Snapshot - 20 November 2016,Factom,FCT,$2.21,"$19,357,267.38","8,753,219"
Historical Snapshot - 20 November 2016,DigixDAO,DGD,$8.83,"$17,667,028.43","2,000,000"
Historical Snapshot - 20 November 2016,Lisk,LSK,$0.1644,"$16,435,937.58","100,000,000"
Historical Snapshot - 20 November 2016,Iconomi,ICN,$0.1742,"$15,157,647.82","87,000,000"
Historical Snapshot - 20 November 2016,Gulden,NLG,$0.04028,"$13,047,118.79","323,870,703"
Historical Snapshot - 20 November 2016,Stellar,XLM,$0.00176,"$12,059,199.87","6,851,353,993"
Historical Snapshot - 20 November 2016,Peerplays [old],PPY,$11.48,"$11,475,993.16","1,000,000"
Historical Snapshot - 04 December 2016,Bitcoin,BTC,$773.87,"$12,400,771,414.96","16,024,312"
Historical Snapshot - 04 December 2016,Ethereum,ETH,$7.44,"$644,685,657.47","86,608,467"
Historical Snapshot - 04 December 2016,XRP,XRP,$0.006527,"$234,887,579.55","35,987,750,899"
Historical Snapshot - 04 December 2016,Litecoin,LTC,$3.90,"$190,052,370.35","48,736,229"
Historical Snapshot - 04 December 2016,Monero,XMR,$7.80,"$105,061,339.19","13,475,446"
Historical Snapshot - 04 December 2016,Ethereum Classic,ETC,$0.769,"$66,535,455.11","86,527,421"
Historical Snapshot - 04 December 2016,Dash,DASH,$8.82,"$61,121,636.85","6,933,323"
Historical Snapshot - 04 December 2016,Steem,STEEM,$0.209,"$47,387,619.93","226,701,187"
Historical Snapshot - 04 December 2016,Augur,REP,$3.32,"$36,474,365.95","11,000,000"
Historical Snapshot - 04 December 2016,NEM,XEM,$0.003563,"$32,069,239.06","8,999,999,999"
Historical Snapshot - 04 December 2016,MaidSafeCoin,MAID,$0.06123,"$27,710,832.86","452,552,412"
Historical Snapshot - 04 December 2016,Waves,WAVES,$0.2377,"$23,771,739.01","100,000,000"
Historical Snapshot - 04 December 2016,Dogecoin,DOGE,$0.0002166,"$23,213,430.33","107,154,878,637"
Historical Snapshot - 04 December 2016,Factom,FCT,$1.98,"$17,360,813.07","8,753,219"
Historical Snapshot - 04 December 2016,DigixDAO,DGD,$8.35,"$16,700,458.53","2,000,000"
Historical Snapshot - 06 November 2016,Bitcoin,BTC,$711.52,"$11,357,379,034.24","15,962,100"
Historical Snapshot - 04 December 2016,Lisk,LSK,$0.1535,"$15,346,978.60","100,000,000"
Historical Snapshot - 04 December 2016,Iconomi,ICN,$0.1758,"$15,293,117.84","87,000,000"
Historical Snapshot - 04 December 2016,Peerplays [old],PPY,$15.13,"$15,130,961.42","1,000,000"
Historical Snapshot - 04 December 2016,GameCredits,GAME,$0.2457,"$14,515,775.18","59,076,100"
Historical Snapshot - 04 December 2016,Gulden,NLG,$0.03565,"$11,990,432.91","336,313,245"
Historical Snapshot - 06 November 2016,Ethereum,ETH,$10.87,"$931,948,028.46","85,708,141"
Historical Snapshot - 06 November 2016,XRP,XRP,$0.008193,"$292,091,074.80","35,649,569,539"
Historical Snapshot - 06 November 2016,Litecoin,LTC,$3.89,"$187,941,093.18","48,323,204"
Historical Snapshot - 06 November 2016,Ethereum Classic,ETC,$0.9827,"$84,127,024.73","85,611,986"
Historical Snapshot - 06 November 2016,Monero,XMR,$4.97,"$65,957,171.48","13,284,153"
Historical Snapshot - 06 November 2016,Dash,DASH,$9.40,"$64,522,830.44","6,866,339"
Historical Snapshot - 06 November 2016,Augur,REP,$4.96,"$54,527,265.07","11,000,000"
Historical Snapshot - 06 November 2016,Steem,STEEM,$0.2025,"$41,447,994.22","204,699,664"
Historical Snapshot - 06 November 2016,Waves,WAVES,$0.3683,"$36,827,874.18","100,000,000"
Historical Snapshot - 06 November 2016,MaidSafeCoin,MAID,$0.07818,"$35,381,748.01","452,552,412"
Historical Snapshot - 06 November 2016,NEM,XEM,$0.003706,"$33,355,716.61","8,999,999,999"
Historical Snapshot - 06 November 2016,Dogecoin,DOGE,$0.0002213,"$23,631,396.38","106,767,899,802"
Historical Snapshot - 06 November 2016,DigixDAO,DGD,$10.97,"$21,949,666.98","2,000,000"
Historical Snapshot - 06 November 2016,Lisk,LSK,$0.2152,"$21,519,413.59","100,000,000"
Historical Snapshot - 06 November 2016,Factom,FCT,$2.00,"$17,472,679.82","8,753,219"
Historical Snapshot - 13 November 2016,Bitcoin,BTC,$702.03,"$11,215,178,275.85","15,975,336"
Historical Snapshot - 06 November 2016,Gulden,NLG,$0.04635,"$14,983,891.48","323,289,303"
Historical Snapshot - 06 November 2016,Stellar,XLM,$0.001959,"$13,424,016.72","6,851,353,993"
Historical Snapshot - 06 November 2016,Peerplays [old],PPY,$12.62,"$12,621,578.22","1,000,000"
Historical Snapshot - 06 November 2016,BitShares,BTS,$0.004301,"$11,077,970.70","2,575,750,000"
Historical Snapshot - 30 October 2016,Bitcoin,BTC,$701.86,"$11,194,830,999.86","15,950,148"
Historical Snapshot - 13 November 2016,Ethereum,ETH,$10.10,"$868,041,283.88","85,931,623"
Historical Snapshot - 13 November 2016,XRP,XRP,$0.008257,"$295,328,607.71","35,765,131,899"
Historical Snapshot - 13 November 2016,Litecoin,LTC,$3.88,"$187,793,702.55","48,425,379"
Historical Snapshot - 13 November 2016,Monero,XMR,$7.10,"$94,701,610.24","13,333,921"
Historical Snapshot - 13 November 2016,Ethereum Classic,ETC,$0.9024,"$77,464,347.15","85,841,408"
Historical Snapshot - 13 November 2016,Dash,DASH,$9.49,"$65,299,972.90","6,881,268"
Historical Snapshot - 13 November 2016,Augur,REP,$4.66,"$51,291,967.87","11,000,000"
Historical Snapshot - 13 November 2016,NEM,XEM,$0.004647,"$41,819,033.21","8,999,999,999"
Historical Snapshot - 13 November 2016,Waves,WAVES,$0.3904,"$39,035,031.20","100,000,000"
Historical Snapshot - 13 November 2016,MaidSafeCoin,MAID,$0.08,"$36,202,836.70","452,552,412"
Historical Snapshot - 13 November 2016,Steem,STEEM,$0.1163,"$24,338,255.38","209,306,053"
Historical Snapshot - 13 November 2016,Dogecoin,DOGE,$0.0002255,"$24,094,815.38","106,864,683,821"
Historical Snapshot - 13 November 2016,Factom,FCT,$2.14,"$18,760,724.69","8,753,219"
Historical Snapshot - 13 November 2016,DigixDAO,DGD,$9.26,"$18,515,144.35","2,000,000"
Historical Snapshot - 13 November 2016,Lisk,LSK,$0.1813,"$18,130,256.24","100,000,000"
Historical Snapshot - 13 November 2016,Gulden,NLG,$0.04724,"$15,286,792.94","323,586,603"
Historical Snapshot - 30 October 2016,Ethereum,ETH,$11.18,"$956,004,706.72","85,489,095"
Historical Snapshot - 30 October 2016,XRP,XRP,$0.008014,"$284,757,212.11","35,531,082,209"
Historical Snapshot - 30 October 2016,Litecoin,LTC,$4.03,"$194,515,726.30","48,218,979"
Historical Snapshot - 30 October 2016,Ethereum Classic,ETC,$0.9275,"$79,199,201.27","85,392,432"
Historical Snapshot - 30 October 2016,Monero,XMR,$5.57,"$73,765,442.77","13,235,246"
Historical Snapshot - 30 October 2016,Dash,DASH,$9.67,"$66,171,134.88","6,844,843"
Historical Snapshot - 30 October 2016,Augur,REP,$4.65,"$51,195,545.20","11,000,000"
Historical Snapshot - 30 October 2016,Waves,WAVES,$0.3537,"$35,374,295.71","100,000,000"
Historical Snapshot - 30 October 2016,MaidSafeCoin,MAID,$0.07767,"$35,148,535.60","452,552,412"
Historical Snapshot - 30 October 2016,NEM,XEM,$0.003712,"$33,411,483.51","8,999,999,999"
Historical Snapshot - 30 October 2016,Steem,STEEM,$0.1312,"$25,697,169.89","195,825,765"
Historical Snapshot - 30 October 2016,Dogecoin,DOGE,$0.0002235,"$23,840,431.93","106,672,273,695"
Historical Snapshot - 13 November 2016,Iconomi,ICN,$0.1715,"$14,921,727.46","87,000,000"
Historical Snapshot - 13 November 2016,Stellar,XLM,$0.001896,"$12,986,852.35","6,851,353,993"
Historical Snapshot - 13 November 2016,BitShares,BTS,$0.004458,"$11,483,703.97","2,576,210,000"
Historical Snapshot - 30 October 2016,DigixDAO,DGD,$10.94,"$21,874,097.82","2,000,000"
Historical Snapshot - 30 October 2016,Factom,FCT,$2.22,"$19,428,995.17","8,753,219"
Historical Snapshot - 30 October 2016,Lisk,LSK,$0.1685,"$16,847,221.55","100,000,000"
Historical Snapshot - 30 October 2016,Peerplays [old],PPY,$15.12,"$15,124,171.26","1,000,000"
Historical Snapshot - 30 October 2016,Gulden,NLG,$0.04672,"$15,090,939.84","323,000,803"
Historical Snapshot - 30 October 2016,Stellar,XLM,$0.002127,"$14,575,944.68","6,851,353,993"
Historical Snapshot - 30 October 2016,ShadowCash,SDC,$1.74,"$11,460,421.99","6,592,616"
Historical Snapshot - 23 October 2016,Bitcoin,BTC,$657.07,"$10,472,102,290.60","15,937,548"
Historical Snapshot - 23 October 2016,Ethereum,ETH,$12.04,"$1,026,304,096.98","85,269,295"
Historical Snapshot - 23 October 2016,XRP,XRP,$0.009454,"$335,502,069.80","35,488,165,563"
Historical Snapshot - 23 October 2016,Litecoin,LTC,$3.92,"$188,503,478.77","48,114,854"
Historical Snapshot - 23 October 2016,Ethereum Classic,ETC,$1.05,"$89,133,900.35","85,171,606"
Historical Snapshot - 23 October 2016,Monero,XMR,$6.51,"$85,905,988.49","13,185,916"
Historical Snapshot - 23 October 2016,Dash,DASH,$9.96,"$68,053,852.23","6,829,986"
Historical Snapshot - 23 October 2016,Augur,REP,$5.29,"$58,186,894.42","11,000,000"
Historical Snapshot - 23 October 2016,MaidSafeCoin,MAID,$0.08801,"$39,827,322.95","452,552,412"
Historical Snapshot - 23 October 2016,Steem,STEEM,$0.2008,"$37,167,998.88","185,054,565"
Historical Snapshot - 23 October 2016,NEM,XEM,$0.003751,"$33,759,906.65","8,999,999,999"
Historical Snapshot - 23 October 2016,Waves,WAVES,$0.3136,"$31,362,968.68","100,000,000"
Historical Snapshot - 23 October 2016,Dogecoin,DOGE,$0.0002214,"$23,592,517.57","106,575,160,397"
Historical Snapshot - 23 October 2016,Factom,FCT,$2.69,"$23,540,712.72","8,753,219"
Historical Snapshot - 23 October 2016,DigixDAO,DGD,$11.26,"$22,516,819.00","2,000,000"
Historical Snapshot - 23 October 2016,Lisk,LSK,$0.1705,"$17,047,198.12","100,000,000"
Historical Snapshot - 23 October 2016,Gulden,NLG,$0.05185,"$16,733,758.51","322,720,503"
Historical Snapshot - 23 October 2016,Stellar,XLM,$0.002438,"$16,705,915.25","6,851,353,993"
Historical Snapshot - 23 October 2016,Peerplays [old],PPY,$14.25,"$14,246,569.63","1,000,000"
Historical Snapshot - 23 October 2016,Ardor,ARDR,$0.01227,"$12,257,137.49","998,999,495"
Historical Snapshot - 14 May 2017,Bitcoin,BTC,"$1,808.91","$29,540,321,253.76","16,330,437"
Historical Snapshot - 14 May 2017,XRP,XRP,$0.2202,"$8,435,849,097.43","38,305,873,865"
Historical Snapshot - 14 May 2017,Ethereum,ETH,$90.79,"$8,317,152,704.92","91,612,174"
Historical Snapshot - 14 May 2017,Litecoin,LTC,$28.89,"$1,476,620,104.60","51,106,507"
Historical Snapshot - 14 May 2017,NEM,XEM,$0.1259,"$1,133,516,013.50","8,999,999,999"
Historical Snapshot - 14 May 2017,Dash,DASH,$89.80,"$655,214,305.66","7,296,404"
Historical Snapshot - 14 May 2017,Ethereum Classic,ETC,$6.83,"$625,419,267.33","91,628,139"
Historical Snapshot - 14 May 2017,Monero,XMR,$28.53,"$412,624,924.17","14,461,630"
Historical Snapshot - 14 May 2017,Stellar,XLM,$0.03865,"$368,698,663.11","9,539,833,433"
Historical Snapshot - 14 May 2017,Augur,REP,$17.00,"$187,021,274.57","11,000,000"
Historical Snapshot - 14 May 2017,Steem,STEEM,$0.7554,"$176,353,680.34","233,468,492"
Historical Snapshot - 14 May 2017,Golem,GNT,$0.2107,"$172,826,514.05","820,252,000"
