Date,Name,Symbol,Price,Market Cap,Circulating Supply,url
Historical Snapshot - 02 September 2018,Bitcoin,BTC,,"$125,427,699,521.28","17,246,337",https://coinmarketcap.com/historical/20180902/
Historical Snapshot - 09 September 2018,Bitcoin,BTC,,"$108,747,096,982.47","17,259,087",https://coinmarketcap.com/historical/20180909/
Historical Snapshot - 22 July 2018,Bitcoin,BTC,,"$127,336,619,272.37","17,164,762",https://coinmarketcap.com/historical/20180722/
Historical Snapshot - 24 June 2018,Bitcoin,BTC,,"$105,646,529,552.61","17,113,662",https://coinmarketcap.com/historical/20180624/
Historical Snapshot - 01 July 2018,Bitcoin,BTC,,"$109,366,021,621.84","17,126,387",https://coinmarketcap.com/historical/20180701/
Historical Snapshot - 17 June 2018,Bitcoin,BTC,,"$111,134,738,445.42","17,099,575",https://coinmarketcap.com/historical/20180617/
Historical Snapshot - 10 June 2018,Bitcoin,BTC,,"$115,948,338,189.55","17,086,350",https://coinmarketcap.com/historical/20180610/
Historical Snapshot - 08 July 2018,Bitcoin,BTC,,"$116,097,019,270.53","17,138,925",https://coinmarketcap.com/historical/20180708/
Historical Snapshot - 15 July 2018,Bitcoin,BTC,,"$109,074,582,282.55","17,151,062",https://coinmarketcap.com/historical/20180715/
Historical Snapshot - 29 July 2018,Bitcoin,BTC,,"$141,185,844,136.46","17,179,112",https://coinmarketcap.com/historical/20180729/
Historical Snapshot - 15 April 2018,Bitcoin,BTC,,"$141,427,094,606.61","16,979,862",https://coinmarketcap.com/historical/20180415/
Historical Snapshot - 06 May 2018,Bitcoin,BTC,,"$164,316,651,814.37","17,019,162",https://coinmarketcap.com/historical/20180506/
Historical Snapshot - 03 June 2018,Bitcoin,BTC,,"$131,808,021,256.25","17,073,025",https://coinmarketcap.com/historical/20180603/
Historical Snapshot - 27 May 2018,Bitcoin,BTC,,"$125,694,987,943.03","17,059,075",https://coinmarketcap.com/historical/20180527/
Historical Snapshot - 22 April 2018,Bitcoin,BTC,,"$149,585,506,245.09","16,993,612",https://coinmarketcap.com/historical/20180422/
Historical Snapshot - 20 May 2018,Bitcoin,BTC,,"$145,109,495,919.61","17,045,137",https://coinmarketcap.com/historical/20180520/
Historical Snapshot - 13 May 2018,Bitcoin,BTC,,"$148,587,834,674.28","17,032,187",https://coinmarketcap.com/historical/20180513/
Historical Snapshot - 08 April 2018,Bitcoin,BTC,,"$119,162,938,803.77","16,966,262",https://coinmarketcap.com/historical/20180408/
Historical Snapshot - 29 April 2018,Bitcoin,BTC,,"$160,182,355,100.88","17,006,150",https://coinmarketcap.com/historical/20180429/
Historical Snapshot - 01 April 2018,Bitcoin,BTC,,"$116,026,767,355.96","16,952,500",https://coinmarketcap.com/historical/20180401/
Historical Snapshot - 25 March 2018,Bitcoin,BTC,,"$143,914,269,941.89","16,939,500",https://coinmarketcap.com/historical/20180325/
Historical Snapshot - 18 February 2018,Bitcoin,BTC,,"$178,040,051,534.26","16,873,012",https://coinmarketcap.com/historical/20180218/
Historical Snapshot - 25 February 2018,Bitcoin,BTC,,"$163,204,103,255.40","16,886,562",https://coinmarketcap.com/historical/20180225/
Historical Snapshot - 04 March 2018,Bitcoin,BTC,,"$194,566,959,663.10","16,900,387",https://coinmarketcap.com/historical/20180304/
Historical Snapshot - 14 January 2018,Bitcoin,BTC,,"$231,412,752,942.70","16,803,187",https://coinmarketcap.com/historical/20180114/
Historical Snapshot - 07 January 2018,Bitcoin,BTC,,"$276,634,593,972.51","16,788,537",https://coinmarketcap.com/historical/20180107/
Historical Snapshot - 04 February 2018,Bitcoin,BTC,,"$139,433,744,615.04","16,845,900",https://coinmarketcap.com/historical/20180204/
Historical Snapshot - 21 January 2018,Bitcoin,BTC,,"$195,089,979,981.45","16,817,912",https://coinmarketcap.com/historical/20180121/
Historical Snapshot - 28 January 2018,Bitcoin,BTC,,"$198,390,717,461.43","16,832,250",https://coinmarketcap.com/historical/20180128/
Historical Snapshot - 18 March 2018,Bitcoin,BTC,,"$139,201,741,038.92","16,926,937",https://coinmarketcap.com/historical/20180318/
Historical Snapshot - 17 December 2017,Bitcoin,BTC,,"$320,575,829,567.54","16,748,337",https://coinmarketcap.com/historical/20171217/
Historical Snapshot - 11 March 2018,Bitcoin,BTC,,"$162,009,708,260.99","16,913,662",https://coinmarketcap.com/historical/20180311/
Historical Snapshot - 11 February 2018,Bitcoin,BTC,,"$137,064,648,220.97","16,859,175",https://coinmarketcap.com/historical/20180211/
Historical Snapshot - 31 December 2017,Bitcoin,BTC,,"$237,466,518,547.07","16,774,450",https://coinmarketcap.com/historical/20171231/
Historical Snapshot - 24 December 2017,Bitcoin,BTC,,"$233,413,800,015.80","16,761,275",https://coinmarketcap.com/historical/20171224/
Historical Snapshot - 10 December 2017,Bitcoin,BTC,,"$258,616,070,175.25","16,733,012",https://coinmarketcap.com/historical/20171210/
Historical Snapshot - 22 October 2017,Bitcoin,BTC,,"$99,981,950,651.71","16,640,300",https://coinmarketcap.com/historical/20171022/
Historical Snapshot - 03 December 2017,Bitcoin,BTC,,"$189,302,801,341.99","16,718,100",https://coinmarketcap.com/historical/20171203/
Historical Snapshot - 12 November 2017,Bitcoin,BTC,,"$99,226,239,528.70","16,676,475",https://coinmarketcap.com/historical/20171112/
Historical Snapshot - 26 November 2017,Bitcoin,BTC,,"$155,850,820,847.85","16,703,275",https://coinmarketcap.com/historical/20171126/
Historical Snapshot - 08 October 2017,Bitcoin,BTC,,"$76,589,269,101.56","16,612,000",https://coinmarketcap.com/historical/20171008/
Historical Snapshot - 01 October 2017,Bitcoin,BTC,,"$73,094,850,250.11","16,598,362",https://coinmarketcap.com/historical/20171001/
Historical Snapshot - 24 September 2017,Bitcoin,BTC,,"$61,082,049,548.78","16,585,562",https://coinmarketcap.com/historical/20170924/
Historical Snapshot - 15 October 2017,Bitcoin,BTC,,"$94,402,965,836.79","16,625,550",https://coinmarketcap.com/historical/20171015/
Historical Snapshot - 19 November 2017,Bitcoin,BTC,,"$134,124,232,714.06","16,689,400",https://coinmarketcap.com/historical/20171119/
Historical Snapshot - 29 October 2017,Bitcoin,BTC,,"$102,482,504,137.01","16,653,387",https://coinmarketcap.com/historical/20171029/
Historical Snapshot - 10 September 2017,Bitcoin,BTC,,"$68,263,777,323.30","16,557,075",https://coinmarketcap.com/historical/20170910/
Historical Snapshot - 27 August 2017,Bitcoin,BTC,,"$72,441,911,150.00","16,528,400",https://coinmarketcap.com/historical/20170827/
Historical Snapshot - 13 August 2017,Bitcoin,BTC,,"$67,230,609,742.27","16,505,337",https://coinmarketcap.com/historical/20170813/
Historical Snapshot - 05 November 2017,Bitcoin,BTC,,"$123,449,127,399.00","16,665,637",https://coinmarketcap.com/historical/20171105/
Historical Snapshot - 17 September 2017,Bitcoin,BTC,,"$59,378,025,802.44","16,572,700",https://coinmarketcap.com/historical/20170917/
Historical Snapshot - 20 August 2017,Bitcoin,BTC,,"$67,520,408,829.04","16,518,125",https://coinmarketcap.com/historical/20170820/
Historical Snapshot - 03 September 2017,Bitcoin,BTC,,"$75,812,212,996.30","16,542,187",https://coinmarketcap.com/historical/20170903/
Historical Snapshot - 06 August 2017,Bitcoin,BTC,,"$53,006,437,221.50","16,492,662",https://coinmarketcap.com/historical/20170806/
Historical Snapshot - 30 July 2017,Bitcoin,BTC,,"$45,435,928,833.89","16,479,125",https://coinmarketcap.com/historical/20170730/
Historical Snapshot - 23 July 2017,Bitcoin,BTC,,"$44,957,797,776.41","16,465,637",https://coinmarketcap.com/historical/20170723/
Historical Snapshot - 25 June 2017,Bitcoin,BTC,,"$42,494,976,233.71","16,411,075",https://coinmarketcap.com/historical/20170625/
Historical Snapshot - 16 July 2017,Bitcoin,BTC,,"$31,748,976,616.36","16,451,762",https://coinmarketcap.com/historical/20170716/
Historical Snapshot - 18 June 2017,Bitcoin,BTC,,"$41,788,447,639.02","16,398,612",https://coinmarketcap.com/historical/20170618/
Historical Snapshot - 21 May 2017,Bitcoin,BTC,,"$33,361,050,414.35","16,343,862",https://coinmarketcap.com/historical/20170521/
Historical Snapshot - 02 July 2017,Bitcoin,BTC,,"$41,167,090,926.76","16,424,300",https://coinmarketcap.com/historical/20170702/
Historical Snapshot - 09 July 2017,Bitcoin,BTC,,"$41,397,103,732.72","16,437,587",https://coinmarketcap.com/historical/20170709/
Historical Snapshot - 11 June 2017,Bitcoin,BTC,,"$48,471,351,908.86","16,385,912",https://coinmarketcap.com/historical/20170611/
Historical Snapshot - 04 June 2017,Bitcoin,BTC,,"$41,124,195,602.84","16,372,362",https://coinmarketcap.com/historical/20170604/
Historical Snapshot - 28 May 2017,Bitcoin,BTC,,"$35,264,179,895.53","16,357,812",https://coinmarketcap.com/historical/20170528/
Historical Snapshot - 14 May 2017,Bitcoin,BTC,,"$29,540,321,253.76","16,330,437",https://coinmarketcap.com/historical/20170514/
Historical Snapshot - 19 March 2017,Bitcoin,BTC,,"$16,821,627,032.10","16,225,550",https://coinmarketcap.com/historical/20170319/
Historical Snapshot - 09 April 2017,Bitcoin,BTC,,"$19,320,529,716.86","16,264,837",https://coinmarketcap.com/historical/20170409/
Historical Snapshot - 07 May 2017,Bitcoin,BTC,,"$26,053,095,263.47","16,316,725",https://coinmarketcap.com/historical/20170507/
Historical Snapshot - 23 April 2017,Bitcoin,BTC,,"$19,665,991,519.57","16,290,450",https://coinmarketcap.com/historical/20170423/
Historical Snapshot - 02 April 2017,Bitcoin,BTC,,"$17,911,979,951.60","16,251,500",https://coinmarketcap.com/historical/20170402/
Historical Snapshot - 16 April 2017,Bitcoin,BTC,,"$19,255,379,993.87","16,277,587",https://coinmarketcap.com/historical/20170416/
Historical Snapshot - 26 March 2017,Bitcoin,BTC,,"$15,698,467,116.52","16,238,812",https://coinmarketcap.com/historical/20170326/
Historical Snapshot - 30 April 2017,Bitcoin,BTC,,"$21,975,158,881.89","16,303,337",https://coinmarketcap.com/historical/20170430/
Historical Snapshot - 12 March 2017,Bitcoin,BTC,,"$19,801,180,013.98","16,212,150",https://coinmarketcap.com/historical/20170312/
Historical Snapshot - 05 March 2017,Bitcoin,BTC,,"$20,526,235,190.90","16,199,125",https://coinmarketcap.com/historical/20170305/
Historical Snapshot - 26 February 2017,Bitcoin,BTC,,"$18,860,276,477.61","16,186,275",https://coinmarketcap.com/historical/20170226/
Historical Snapshot - 29 January 2017,Bitcoin,BTC,,"$14,834,382,392.91","16,133,162",https://coinmarketcap.com/historical/20170129/
Historical Snapshot - 12 February 2017,Bitcoin,BTC,,"$16,146,284,920.43","16,159,525",https://coinmarketcap.com/historical/20170212/
Historical Snapshot - 22 January 2017,Bitcoin,BTC,,"$14,905,434,976.85","16,119,687",https://coinmarketcap.com/historical/20170122/
Historical Snapshot - 15 January 2017,Bitcoin,BTC,,"$13,234,843,181.35","16,104,737",https://coinmarketcap.com/historical/20170115/
Historical Snapshot - 19 February 2017,Bitcoin,BTC,,"$16,946,921,163.62","16,172,725",https://coinmarketcap.com/historical/20170219/
Historical Snapshot - 11 December 2016,Bitcoin,BTC,,"$12,344,885,401.29","16,037,925",https://coinmarketcap.com/historical/20161211/
Historical Snapshot - 05 February 2017,Bitcoin,BTC,,"$16,588,243,546.77","16,146,787",https://coinmarketcap.com/historical/20170205/
Historical Snapshot - 08 January 2017,Bitcoin,BTC,,"$14,661,965,038.49","16,090,850",https://coinmarketcap.com/historical/20170108/
Historical Snapshot - 25 December 2016,Bitcoin,BTC,,"$14,396,198,729.33","16,063,900",https://coinmarketcap.com/historical/20161225/
Historical Snapshot - 18 December 2016,Bitcoin,BTC,,"$12,688,514,456.46","16,050,637",https://coinmarketcap.com/historical/20161218/
Historical Snapshot - 01 January 2017,Bitcoin,BTC,,"$16,050,414,525.76","16,077,337",https://coinmarketcap.com/historical/20170101/
Historical Snapshot - 20 November 2016,Bitcoin,BTC,,"$11,695,084,822.53","15,998,175",https://coinmarketcap.com/historical/20161120/
Historical Snapshot - 04 December 2016,Bitcoin,BTC,,"$12,400,771,414.96","16,024,312",https://coinmarketcap.com/historical/20161204/
Historical Snapshot - 30 October 2016,Bitcoin,BTC,,"$11,194,830,999.86","15,950,148",https://coinmarketcap.com/historical/20161030/
Historical Snapshot - 06 November 2016,Bitcoin,BTC,,"$11,357,379,034.24","15,962,100",https://coinmarketcap.com/historical/20161106/
Historical Snapshot - 23 October 2016,Bitcoin,BTC,,"$10,472,102,290.60","15,937,548",https://coinmarketcap.com/historical/20161023/
Historical Snapshot - 16 October 2016,Bitcoin,BTC,,"$10,218,347,119.99","15,925,584",https://coinmarketcap.com/historical/20161016/
Historical Snapshot - 27 November 2016,Bitcoin,BTC,,"$11,720,644,647.82","16,011,050",https://coinmarketcap.com/historical/20161127/
Historical Snapshot - 02 October 2016,Bitcoin,BTC,,"$9,713,776,074.59","15,900,972",https://coinmarketcap.com/historical/20161002/
Historical Snapshot - 13 November 2016,Bitcoin,BTC,,"$11,215,178,275.85","15,975,336",https://coinmarketcap.com/historical/20161113/
Historical Snapshot - 25 September 2016,Bitcoin,BTC,,"$9,546,135,306.26","15,888,348",https://coinmarketcap.com/historical/20160925/
Historical Snapshot - 09 October 2016,Bitcoin,BTC,,"$9,815,153,928.90","15,914,268",https://coinmarketcap.com/historical/20161009/
Historical Snapshot - 11 September 2016,Bitcoin,BTC,,"$9,624,020,831.37","15,862,404",https://coinmarketcap.com/historical/20160911/
Historical Snapshot - 18 September 2016,Bitcoin,BTC,,"$9,682,000,956.98","15,875,424",https://coinmarketcap.com/historical/20160918/
Historical Snapshot - 21 August 2016,Bitcoin,BTC,,"$9,199,366,253.98","15,825,288",https://coinmarketcap.com/historical/20160821/
Historical Snapshot - 04 September 2016,Bitcoin,BTC,,"$9,646,839,252.48","15,849,996",https://coinmarketcap.com/historical/20160904/
Historical Snapshot - 07 August 2016,Bitcoin,BTC,,"$9,364,716,451.72","15,800,352",https://coinmarketcap.com/historical/20160807/
Historical Snapshot - 31 July 2016,Bitcoin,BTC,,"$9,861,863,056.63","15,787,044",https://coinmarketcap.com/historical/20160731/
Historical Snapshot - 10 July 2016,Bitcoin,BTC,,"$10,228,999,687.31","15,752,436",https://coinmarketcap.com/historical/20160710/
Historical Snapshot - 24 July 2016,Bitcoin,BTC,,"$10,432,243,931.40","15,775,716",https://coinmarketcap.com/historical/20160724/
Historical Snapshot - 14 August 2016,Bitcoin,BTC,,"$9,020,855,586.13","15,812,928",https://coinmarketcap.com/historical/20160814/
Historical Snapshot - 17 July 2016,Bitcoin,BTC,,"$10,711,259,364.55","15,764,400",https://coinmarketcap.com/historical/20160717/
Historical Snapshot - 28 August 2016,Bitcoin,BTC,,"$9,089,310,800.47","15,837,468",https://coinmarketcap.com/historical/20160828/
Historical Snapshot - 12 June 2016,Bitcoin,BTC,,"$10,529,617,906.55","15,650,825",https://coinmarketcap.com/historical/20160612/
Historical Snapshot - 26 June 2016,Bitcoin,BTC,,"$9,883,126,979.74","15,703,275",https://coinmarketcap.com/historical/20160626/
Historical Snapshot - 22 May 2016,Bitcoin,BTC,,"$6,842,086,072.31","15,574,150",https://coinmarketcap.com/historical/20160522/
Historical Snapshot - 05 June 2016,Bitcoin,BTC,,"$8,983,559,297.69","15,624,200",https://coinmarketcap.com/historical/20160605/
Historical Snapshot - 03 July 2016,Bitcoin,BTC,,"$10,360,448,690.67","15,729,500",https://coinmarketcap.com/historical/20160703/
Historical Snapshot - 29 May 2016,Bitcoin,BTC,,"$8,209,057,786.06","15,599,650",https://coinmarketcap.com/historical/20160529/
Historical Snapshot - 19 June 2016,Bitcoin,BTC,,"$11,974,381,017.76","15,677,775",https://coinmarketcap.com/historical/20160619/
Historical Snapshot - 15 May 2016,Bitcoin,BTC,,"$7,114,466,369.11","15,548,425",https://coinmarketcap.com/historical/20160515/
Historical Snapshot - 08 May 2016,Bitcoin,BTC,,"$7,117,816,226.19","15,522,525",https://coinmarketcap.com/historical/20160508/
Historical Snapshot - 17 April 2016,Bitcoin,BTC,,"$6,600,877,700.77","15,444,300",https://coinmarketcap.com/historical/20160417/
Historical Snapshot - 01 May 2016,Bitcoin,BTC,,"$7,001,713,695.73","15,494,800",https://coinmarketcap.com/historical/20160501/
Historical Snapshot - 10 April 2016,Bitcoin,BTC,,"$6,499,541,847.79","15,417,675",https://coinmarketcap.com/historical/20160410/
Historical Snapshot - 24 April 2016,Bitcoin,BTC,,"$7,093,731,097.95","15,469,750",https://coinmarketcap.com/historical/20160424/
Historical Snapshot - 27 March 2016,Bitcoin,BTC,,"$6,557,036,225.33","15,364,500",https://coinmarketcap.com/historical/20160327/
Historical Snapshot - 03 April 2016,Bitcoin,BTC,,"$6,477,833,347.26","15,390,275",https://coinmarketcap.com/historical/20160403/
Historical Snapshot - 07 February 2016,Bitcoin,BTC,,"$5,718,025,977.03","15,182,475",https://coinmarketcap.com/historical/20160207/
Historical Snapshot - 28 February 2016,Bitcoin,BTC,,"$6,615,992,342.80","15,261,650",https://coinmarketcap.com/historical/20160228/
Historical Snapshot - 06 March 2016,Bitcoin,BTC,,"$6,232,667,417.05","15,287,125",https://coinmarketcap.com/historical/20160306/
Historical Snapshot - 14 February 2016,Bitcoin,BTC,,"$6,194,714,911.47","15,211,825",https://coinmarketcap.com/historical/20160214/
Historical Snapshot - 21 February 2016,Bitcoin,BTC,,"$6,686,296,147.82","15,237,750",https://coinmarketcap.com/historical/20160221/
Historical Snapshot - 20 March 2016,Bitcoin,BTC,,"$6,346,553,665.99","15,338,900",https://coinmarketcap.com/historical/20160320/
Historical Snapshot - 24 January 2016,Bitcoin,BTC,,"$6,093,789,879.14","15,122,150",https://coinmarketcap.com/historical/20160124/
Historical Snapshot - 13 March 2016,Bitcoin,BTC,,"$6,340,695,059.34","15,313,300",https://coinmarketcap.com/historical/20160313/
Historical Snapshot - 17 January 2016,Bitcoin,BTC,,"$5,770,476,777.82","15,094,150",https://coinmarketcap.com/historical/20160117/
Historical Snapshot - 31 January 2016,Bitcoin,BTC,,"$5,587,251,013.45","15,151,175",https://coinmarketcap.com/historical/20160131/
Historical Snapshot - 29 November 2015,Bitcoin,BTC,,"$5,531,871,361.82","14,898,900",https://coinmarketcap.com/historical/20151129/
Historical Snapshot - 10 January 2016,Bitcoin,BTC,,"$6,750,434,827.13","15,068,250",https://coinmarketcap.com/historical/20160110/
Historical Snapshot - 22 November 2015,Bitcoin,BTC,,"$4,826,464,375.03","14,871,900",https://coinmarketcap.com/historical/20151122/
Historical Snapshot - 27 December 2015,Bitcoin,BTC,,"$6,348,303,535.49","15,014,075",https://coinmarketcap.com/historical/20151227/
Historical Snapshot - 20 December 2015,Bitcoin,BTC,,"$6,633,993,867.05","14,985,800",https://coinmarketcap.com/historical/20151220/
Historical Snapshot - 06 December 2015,Bitcoin,BTC,,"$5,803,309,466.63","14,926,850",https://coinmarketcap.com/historical/20151206/
Historical Snapshot - 25 October 2015,Bitcoin,BTC,,"$4,188,179,590.76","14,763,750",https://coinmarketcap.com/historical/20151025/
Historical Snapshot - 01 November 2015,Bitcoin,BTC,,"$4,813,284,493.67","14,790,500",https://coinmarketcap.com/historical/20151101/
Historical Snapshot - 13 December 2015,Bitcoin,BTC,,"$6,487,291,790.28","14,956,125",https://coinmarketcap.com/historical/20151213/
Historical Snapshot - 11 October 2015,Bitcoin,BTC,,"$3,634,688,806.31","14,712,350",https://coinmarketcap.com/historical/20151011/
Historical Snapshot - 15 November 2015,Bitcoin,BTC,,"$4,752,459,764.48","14,843,750",https://coinmarketcap.com/historical/20151115/
Historical Snapshot - 04 October 2015,Bitcoin,BTC,,"$3,499,388,303.06","14,687,325",https://coinmarketcap.com/historical/20151004/
Historical Snapshot - 27 September 2015,Bitcoin,BTC,,"$3,412,462,072.79","14,661,075",https://coinmarketcap.com/historical/20150927/
Historical Snapshot - 30 August 2015,Bitcoin,BTC,,"$3,330,085,560.27","14,557,050",https://coinmarketcap.com/historical/20150830/
Historical Snapshot - 03 January 2016,Bitcoin,BTC,,"$6,467,437,079.85","15,040,150",https://coinmarketcap.com/historical/20160103/
Historical Snapshot - 06 September 2015,Bitcoin,BTC,,"$3,497,753,009.18","14,583,675",https://coinmarketcap.com/historical/20150906/
Historical Snapshot - 23 August 2015,Bitcoin,BTC,,"$3,315,472,110.31","14,530,750",https://coinmarketcap.com/historical/20150823/
Historical Snapshot - 08 November 2015,Bitcoin,BTC,,"$5,532,076,550.94","14,816,675",https://coinmarketcap.com/historical/20151108/
Historical Snapshot - 18 October 2015,Bitcoin,BTC,,"$3,856,059,658.96","14,737,875",https://coinmarketcap.com/historical/20151018/
Historical Snapshot - 20 September 2015,Bitcoin,BTC,,"$3,383,765,027.60","14,634,900",https://coinmarketcap.com/historical/20150920/
Historical Snapshot - 02 August 2015,Bitcoin,BTC,,"$4,084,836,711.04","14,453,750",https://coinmarketcap.com/historical/20150802/
Historical Snapshot - 16 August 2015,Bitcoin,BTC,,"$3,749,498,591.23","14,504,450",https://coinmarketcap.com/historical/20150816/
Historical Snapshot - 05 July 2015,Bitcoin,BTC,,"$3,901,991,589.58","14,350,125",https://coinmarketcap.com/historical/20150705/
Historical Snapshot - 19 July 2015,Bitcoin,BTC,,"$3,940,580,866.01","14,401,975",https://coinmarketcap.com/historical/20150719/
Historical Snapshot - 26 July 2015,Bitcoin,BTC,,"$4,222,885,227.06","14,428,050",https://coinmarketcap.com/historical/20150726/
Historical Snapshot - 09 August 2015,Bitcoin,BTC,,"$3,838,132,010.49","14,478,975",https://coinmarketcap.com/historical/20150809/
Historical Snapshot - 28 June 2015,Bitcoin,BTC,,"$3,566,934,170.65","14,324,425",https://coinmarketcap.com/historical/20150628/
Historical Snapshot - 12 July 2015,Bitcoin,BTC,,"$4,469,121,263.85","14,376,300",https://coinmarketcap.com/historical/20150712/
Historical Snapshot - 14 June 2015,Bitcoin,BTC,,"$3,333,660,698.61","14,274,275",https://coinmarketcap.com/historical/20150614/
Historical Snapshot - 07 June 2015,Bitcoin,BTC,,"$3,175,550,844.62","14,247,725",https://coinmarketcap.com/historical/20150607/
Historical Snapshot - 21 June 2015,Bitcoin,BTC,,"$3,488,111,052.52","14,298,800",https://coinmarketcap.com/historical/20150621/
Historical Snapshot - 31 May 2015,Bitcoin,BTC,,"$3,273,749,732.66","14,221,975",https://coinmarketcap.com/historical/20150531/
Historical Snapshot - 17 May 2015,Bitcoin,BTC,,"$3,356,177,229.79","14,172,925",https://coinmarketcap.com/historical/20150517/
Historical Snapshot - 03 May 2015,Bitcoin,BTC,,"$3,394,163,164.37","14,121,275",https://coinmarketcap.com/historical/20150503/
Historical Snapshot - 10 May 2015,Bitcoin,BTC,,"$3,399,248,766.08","14,146,075",https://coinmarketcap.com/historical/20150510/
Historical Snapshot - 26 April 2015,Bitcoin,BTC,,"$3,093,210,381.84","14,096,600",https://coinmarketcap.com/historical/20150426/
Historical Snapshot - 19 April 2015,Bitcoin,BTC,,"$3,132,227,160.59","14,071,100",https://coinmarketcap.com/historical/20150419/
Historical Snapshot - 05 April 2015,Bitcoin,BTC,,"$3,654,266,205.03","14,022,625",https://coinmarketcap.com/historical/20150405/
Historical Snapshot - 29 March 2015,Bitcoin,BTC,,"$3,397,186,865.47","13,996,725",https://coinmarketcap.com/historical/20150329/
Historical Snapshot - 24 May 2015,Bitcoin,BTC,,"$3,420,840,509.76","14,197,150",https://coinmarketcap.com/historical/20150524/
Historical Snapshot - 13 September 2015,Bitcoin,BTC,,"$3,367,770,894.01","14,609,975",https://coinmarketcap.com/historical/20150913/
Historical Snapshot - 22 March 2015,Bitcoin,BTC,,"$3,743,197,248.40","13,969,225",https://coinmarketcap.com/historical/20150322/
Historical Snapshot - 15 March 2015,Bitcoin,BTC,,"$3,993,635,126.19","13,944,575",https://coinmarketcap.com/historical/20150315/
Historical Snapshot - 12 April 2015,Bitcoin,BTC,,"$3,317,123,015.29","14,046,525",https://coinmarketcap.com/historical/20150412/
Historical Snapshot - 22 February 2015,Bitcoin,BTC,,"$3,272,632,781.48","13,868,425",https://coinmarketcap.com/historical/20150222/
Historical Snapshot - 25 January 2015,Bitcoin,BTC,,"$3,491,684,706.82","13,762,075",https://coinmarketcap.com/historical/20150125/
Historical Snapshot - 08 March 2015,Bitcoin,BTC,,"$3,818,877,841.01","13,919,525",https://coinmarketcap.com/historical/20150308/
Historical Snapshot - 01 March 2015,Bitcoin,BTC,,"$3,615,184,871.86","13,893,750",https://coinmarketcap.com/historical/20150301/
Historical Snapshot - 18 January 2015,Bitcoin,BTC,,"$2,889,852,649.33","13,739,050",https://coinmarketcap.com/historical/20150118/
Historical Snapshot - 15 February 2015,Bitcoin,BTC,,"$3,250,247,204.66","13,841,125",https://coinmarketcap.com/historical/20150215/
Historical Snapshot - 08 February 2015,Bitcoin,BTC,,"$3,086,540,934.54","13,815,450",https://coinmarketcap.com/historical/20150208/
Historical Snapshot - 01 February 2015,Bitcoin,BTC,,"$3,129,632,209.53","13,788,650",https://coinmarketcap.com/historical/20150201/
Historical Snapshot - 04 January 2015,Bitcoin,BTC,,"$3,616,325,669.88","13,688,075",https://coinmarketcap.com/historical/20150104/
Historical Snapshot - 28 December 2014,Bitcoin,BTC,,"$4,333,395,591.11","13,659,700",https://coinmarketcap.com/historical/20141228/
Historical Snapshot - 21 December 2014,Bitcoin,BTC,,"$4,373,826,071.79","13,632,275",https://coinmarketcap.com/historical/20141221/
Historical Snapshot - 11 January 2015,Bitcoin,BTC,,"$3,643,311,965.96","13,714,175",https://coinmarketcap.com/historical/20150111/
Historical Snapshot - 07 December 2014,Bitcoin,BTC,,"$5,094,941,875.62","13,583,075",https://coinmarketcap.com/historical/20141207/
Historical Snapshot - 14 December 2014,Bitcoin,BTC,,"$4,785,248,773.88","13,608,675",https://coinmarketcap.com/historical/20141214/
Historical Snapshot - 30 November 2014,Bitcoin,BTC,,"$5,125,963,514.89","13,559,050",https://coinmarketcap.com/historical/20141130/
Historical Snapshot - 23 November 2014,Bitcoin,BTC,,"$4,974,536,262.66","13,533,475",https://coinmarketcap.com/historical/20141123/
Historical Snapshot - 16 November 2014,Bitcoin,BTC,,"$5,239,697,442.91","13,508,475",https://coinmarketcap.com/historical/20141116/
Historical Snapshot - 09 November 2014,Bitcoin,BTC,,"$4,897,967,438.96","13,483,200",https://coinmarketcap.com/historical/20141109/
Historical Snapshot - 02 November 2014,Bitcoin,BTC,,"$4,385,292,349.30","13,456,275",https://coinmarketcap.com/historical/20141102/
Historical Snapshot - 12 October 2014,Bitcoin,BTC,,"$5,063,686,790.58","13,376,575",https://coinmarketcap.com/historical/20141012/
Historical Snapshot - 26 October 2014,Bitcoin,BTC,,"$4,763,038,436.19","13,428,200",https://coinmarketcap.com/historical/20141026/
Historical Snapshot - 19 October 2014,Bitcoin,BTC,,"$5,220,786,277.72","13,402,225",https://coinmarketcap.com/historical/20141019/
Historical Snapshot - 05 October 2014,Bitcoin,BTC,,"$4,279,043,444.72","13,350,725",https://coinmarketcap.com/historical/20141005/
Historical Snapshot - 07 September 2014,Bitcoin,BTC,,"$6,385,590,810.60","13,240,475",https://coinmarketcap.com/historical/20140907/
Historical Snapshot - 21 September 2014,Bitcoin,BTC,,"$5,303,654,307.21","13,298,325",https://coinmarketcap.com/historical/20140921/
Historical Snapshot - 14 September 2014,Bitcoin,BTC,,"$6,340,774,104.97","13,268,225",https://coinmarketcap.com/historical/20140914/
Historical Snapshot - 28 September 2014,Bitcoin,BTC,,"$5,025,732,218.61","13,324,450",https://coinmarketcap.com/historical/20140928/
Historical Snapshot - 31 August 2014,Bitcoin,BTC,,"$6,312,805,192.09","13,213,250",https://coinmarketcap.com/historical/20140831/
Historical Snapshot - 24 August 2014,Bitcoin,BTC,,"$6,700,956,771.09","13,183,450",https://coinmarketcap.com/historical/20140824/
